bar,drinker
"Ruthless Chestnut","John Rohr"
"Fearless Drum Bar","John Rosales"
"Fluffy Husband","John Rosales"
"Snobbish Jackal Inn","John Rosenbaum"
"Dramatic Crabs","John Ruminski"
"Drab Parrots Pub","John Ruminski"
"Double Swan Tavern","John Ruminski"
"Deep Flute Bar","John Ryder"
"Twelve Spider Inn","John Samples"
"Courageous Melon","John Sandlan"
"Courageous Lyre Bar","John Sandlan"
"Quickest Doves","John Schertz"
"Real Shark Inn","John Schertz"
"Rainy Lime Tavern","John Schertz"
"Incredible Sailboat Pub","John Schleck"
"Rainy Lime Tavern","John Scott"
"Real Shark Inn","John Scott"
"Rich Tauren Bar","John Seaton"
"Regular Drum Tavern","John Seaton"
"Dizzy Lemon Lounge","John Seavey"
"Discreet Elderberry Pub","John Seavey"
"Magnificent Dark Elf Bar","John Seith"
"Middle Cushion Bar","John Seith"
"Safe Palm Inn","John Sims"
"Keen Snail Bar","John Smallman"
"Jaded Pants Pub","John Smallman"
"Jealous Fiddle Pub","John Smallman"
"Armed Pudding Bar","John Smith"
"Icky Elephants Tavern","John Soucy"
"Impossible Fire","John Soucy"
"Harsh Flame Tavern","John Stafford"
"Gypsy Root Roadhouse","John Stafford"
"Real Shark Inn","John Stinchfield"
"Rainy Lime Tavern","John Stinchfield"
"Quickest Doves","John Stinchfield"
"Busy Bachelor Bar","John Stinson"
"Brave Olive Pub","John Stinson"
"Teeny Gauntlet Bar","John Strong"
"Triangular Pegasus Inn","John Strong"
"Thundering Table Inn","John Strong"
"Drab Parrots Pub","John Swing"
"Double Swan Tavern","John Swing"
"Crooked Sailor Ale House","John Tafoya"
"Courageous Lyre Bar","John Tafoya"
"Clean Bed Inn","John Taylor"
"Hungry Turtle Pub","John Telles"
"Hungry Vanilla Bean Tavern","John Telles"
"Different Kumquat Pub","John Thomas"
"Mixing Demon Pub","John Thornton"
"Unusual Truffle","John Thruman"
"Venomous River Inn","John Thruman"
"Ivory Lamb Pub","John Tran"
"Hypnotic Gate Tavern","John Tsutsumi"
"Hungry Vanilla Bean Tavern","John Tsutsumi"
"Famous Tiger Pub","John Turner"
"Famous Tiger Pub","John Turpin"
"Fascinated Demon Pub","John Turpin"
"Russian Otter Pub","John Tyson"
"Rusty Sailor Outpost","John Tyson"
"Latino Magpie","John Vlashi"
"Laughing Elephant Tavern","John Vlashi"
"Little Elixir Club","John Vlashi"
"Hoppy Apple Brewhouse","John Voigt"
"Cheap Vampire","John Wallace"
"Chubby Badger Pub","John Wallace"
"Chinese Oak","John Wallace"
"Dandy Cloud Bistro","John Watson"
"Deep Flute Bar","John Watson"
"Daily Barracuda Inn","John Watson"
"Fascinated Chick Pub","John Wessner"
"Famous Tiger Pub","John Wessner"
"Fascinated Demon Pub","John Wessner"
"Blue City","John Westphal"
"Brave Olive Pub","John Westphal"
"Snobbish Jackal Inn","John Whitehead"
"Sore Head","John Whitehead"
"Smelly Crane Tavern","John Whitehead"
"Armed Pudding Bar","John Whitesell"
"Amused Lemon Parlor","John Whitfield"
"Wrong Whip Bar","John Whitfield"
"Ye Olde Lord Bar","John Whitfield"
"Rusty Sailor Outpost","John Wicks"
"Impossible Fire","John Williams"
"Incredible Sailboat Pub","John Williams"
"Icky Elephants Tavern","John Williams"
"Venomous River Inn","John Wilson"
"Wicked Stream","John Wilson"
"Unusual Truffle","John Wilson"
"Nimble Stream Pub","John Womack"
"Mixing Demon Pub","John Wynne"
"Lying Explorer Tavern","John York"
"Middle Cushion Bar","John York"
"Best Stick Tavern","Johna Price"
"Awful Salmon Bar","Johna Price"
"Bloody Lady","Johnathan Arnold"
"Best Stick Tavern","Johnathan Arnold"
"Smelly Crane Tavern","Johnathan Douglas"
"Chubby Badger Pub","Johnnie Allen"
"Proud Spiders","Johnny Berlin"
"Psychotic Seadog","Johnny Berlin"
"Purple Pint Bar and Grille","Johnny Berlin"
"Uneven Ants Tavern","Johnny Boone"
"Twelve Spider Inn","Johnny Boone"
"Nimble Stream Pub","Johnny Bradley"
"Nimble Squash","Johnny Bradley"
"Nifty Branch Inn","Johnny Bradley"
"Fascinated Demon Pub","Johnny Cohen"
"Incredible Sailboat Pub","Johnny Escutia"
"Sudden Octopus","Johnny Evans"
"Sweet And Sour Castle Bar","Johnny Evans"
"Sudden Dragon Bar","Johnny Evans"
"Fearless Drum Bar","Johnny Harris"
"Fluffy Husband","Johnny Harris"
"Foamy Cave","Johnny Harris"
"Wicked Stream","Johnny Hughes"
"Unusual Truffle","Johnny Hughes"
"Tasty Fairy Tavern","Johnny Keaton"
"Swift Angels Pub","Johnny Keaton"
"Tacky Lyre Pub","Johnny Keaton"
"Double Swan Tavern","Johnny Lopez"
"Deep Glass Bar","Johnny Mccabe"
"Ruthless Chestnut","Johnny Mummey"
"Windy Harp","Johnny Netzer"
"Wild Hag Bar","Johnny Netzer"
"Teeny Gauntlet Bar","Johnny Pierce"
"Thundering Table Inn","Johnny Pierce"
"Scary Kiwi","Johnny Pollard"
"Scared Crossbow Tavern","Johnny Pollard"
"Safe Palm Inn","Johnny Pollard"
"Venomous River Inn","Johnny Trexler"
"Psychotic Seadog","Johnny Tunney"
"Purple Pint Bar and Grille","Johnny Tunney"
"Proud Spiders","Johnny Tunney"
"Busy Bachelor Bar","Jolene Meyer"
"Hidden Lady Parlor","Jon Hetrick"
"Hissing Ocean Bar","Jon Hetrick"
"Rich Tauren Bar","Jonah Debartolo"
"Regular Drum Tavern","Jonah Debartolo"
"Responsible Chair","Jonah Debartolo"
Anchor,"Jonathan Arrington"
"Discreet Elderberry Pub","Jonathan Baxter"
"Wrong Whip Bar","Jonathan Becher"
"Ye Olde Lord Bar","Jonathan Becher"
"Amused Lemon Parlor","Jonathan Bissonnette"
"Ye Olde Lord Bar","Jonathan Bissonnette"
"Teeny Gauntlet Bar","Jonathan Campbell"
"Triangular Pegasus Inn","Jonathan Campbell"
"Thundering Table Inn","Jonathan Campbell"
"Hidden Table Brewpub","Jonathan Dickey"
"Molten Ants Bar","Jonathan Douglas"
"Natural Leopard","Jonathan Douglas"
"Mixing Demon Pub","Jonathan Douglas"
"Nimble Squash","Jonathan Durnin"
"Chunky Hawks Tavern","Jonathan Evans"
"Nimble Stream Pub","Jonathan Frantz"
"Spinning Nomad Ale House","Jonathan Garcia"
"Keen Snail Bar","Jonathan Groce"
"Poor Bats Inn","Jonathan Heard"
"Sore Head","Jonathan Hills"
"Ruthless Chestnut","Jonathan Isch"
"Blue City","Jonathan Lemaster"
"Ruthless Chestnut","Jonathan Mitchell"
"Russian Otter Pub","Jonathan Mitchell"
"Hidden Lady Parlor","Jonathan Roberson"
"Hidden Table Brewpub","Jonathan Roberson"
"Hissing Ocean Bar","Jonathan Roberson"
"Windy Harp","Jonathan Smith"
"Wretched Grape Inn","Jonathan Smith"
"Little Elixir Club","Jonathan Trace"
"Swift Angels Pub","Jonathan Valdez"
"Thundering Table Inn","Jonathan Vega"
"Triangular Pegasus Inn","Jonathan Vega"
"Teeny Gauntlet Bar","Jonathan Vega"
"Impossible Fire","Jonathan Wandler"
"Incredible Sailboat Pub","Jonathan Wandler"
"Icky Elephants Tavern","Jonathan Wandler"
"Naughty Bean Inn","Jonathan Wells"
"Sudden Octopus","Jonathan Westling"
"Triangular Pegasus Inn","Jonathon Smith"
"Dandy Cloud Bistro","Joni Martinez"
"Daily Barracuda Inn","Joni Martinez"
"Snobbish Jackal Inn","Joni Merk"
"Sore Head","Joni Merk"
"Windy Harp","Jordan Barrett"
"Wild Hag Bar","Jordan Barrett"
"Absent Snow","Jordan Part"
"Windy Harp","Jordan Strachan"
"Laughing Elephant Tavern","Jorge Bridges"
"Little Elixir Club","Jorge Bridges"
"Incredible Sailboat Pub","Jorge Hatch"
"Icky Elephants Tavern","Jorge Hatch"
"Impossible Fire","Jorge Hatch"
"Needy Mind Tavern","Jorge Lopez"
"Naughty Bean Inn","Jorge Lopez"
"Natural Squash Tavern","Jorge Lopez"
"Familiar Pony Tavern","Jorge Phillips"
"Empty Snapdragon Pub","Jorge Phillips"
"Fascinated Chick Pub","Jorge Smith"
"Nifty Branch Inn","Jorge Turner"
"Nimble Squash","Jorge Turner"
"Nimble Stream Pub","Jorge Turner"
"Hypnotic Gate Tavern","Jorge Walker"
"Hungry Vanilla Bean Tavern","Jorge Walker"
"Hungry Turtle Pub","Jorge Walker"
"Spicy Cats Tavern","Jose Apodaca"
"Spinning Nomad Ale House","Jose Apodaca"
"Sour Axe Bar","Jose Apodaca"
"Steel Yew","Jose Black"
"Steel Elf","Jose Black"
"Spirited Brew Saloon","Jose Black"
"Teeny Gauntlet Bar","Jose Bond"
"Natural Squash Tavern","Jose Carrozza"
"Needy Mind Tavern","Jose Carrozza"
"Naughty Bean Inn","Jose Carrozza"
"Discreet Elderberry Pub","Jose Clark"
"Different Kumquat Pub","Jose Clark"
"Dizzy Lemon Lounge","Jose Clark"
"Incredible Sailboat Pub","Jose Duvall"
"Icky Elephants Tavern","Jose Duvall"
"Hidden Lady Parlor","Jose Galeana"
"Hidden Table Brewpub","Jose Galeana"
"Diamond Turtle Inn","Jose Gillespie"
"Deep Glass Bar","Jose Gillespie"
"Hot Cup Inn","Jose Gilson"
"Hungry Skunks Bar","Jose Gilson"
"Hoppy Apple Brewhouse","Jose Gilson"
"Clean Bed Inn","Jose Harris"
"Laughing Elephant Tavern","Jose Hellard"
"Blue City","Jose Higgins"
"Brave Olive Pub","Jose Higgins"
"Busy Bachelor Bar","Jose Higgins"
"Purple Pint Bar and Grille","Jose Holmes"
"Pleasant Parrot Tavern","Jose Kincaide"
"Perfect Rabbit Tavern","Jose Kincaide"
"Poor Bats Inn","Jose Kincaide"
"Scared Crossbow Tavern","Jose Kramer"
"Scary Kiwi","Jose Kramer"
"Safe Palm Inn","Jose Kramer"
"Original Acorn Roadhouse","Jose Lewis"
"Outrageous Sailboat Inn","Jose Lewis"
"Original Horse Brewpub","Jose Lewis"
"Nifty Branch Inn","Jose Malone"
"Little Elixir Club","Jose Mccreary"
"Daily Barracuda Inn","Jose Mcginley"
"Fascinated Demon Pub","Jose Morgan"
"Dandy Cloud Bistro","Jose Newark"
"Daily Barracuda Inn","Jose Newark"
"Deep Flute Bar","Jose Newark"
"Oceanic Woodpecker Inn","Jose Pimentel"
"Oceanic Knight Inn","Jose Pimentel"
"Organic Buffalo Bar","Jose Pimentel"
"Double Swan Tavern","Jose Reine"
"Dramatic Crabs","Jose Reine"
"Drab Parrots Pub","Jose Reine"
"Sudden Dragon Bar","Jose Ringstaff"
"Sweet And Sour Castle Bar","Jose Ringstaff"
"Scared Crossbow Tavern","Jose Rowland"
"Responsible Chair","Jose Silvernail"
"Familiar Pony Tavern","Jose Skar"
"Empty Snapdragon Pub","Jose Skar"
"Steel Yew","Jose Tarkington"
"Spirited Brew Saloon","Jose Tarkington"
"Steel Elf","Jose Tarkington"
"Nifty Branch Inn","Jose Thomas"
"Original Horse Brewpub","Jose Wedlow"
"Familiar Pony Tavern","Jose Weston"
"Quickest Doves","Jose Wilson"
"Real Shark Inn","Jose Wilson"
"Rainy Lime Tavern","Jose Wilson"
"Jaded Pants Pub","Josefa Vogel"
"Jealous Fiddle Pub","Josefa Vogel"
"Keen Snail Bar","Josefa Vogel"
"Diamond Turtle Inn","Josefina Ackman"
"Deep Glass Bar","Josefina Ackman"
"Wicked Stream","Joseph Agena"
"Venomous River Inn","Joseph Agena"
"Smelly Crane Tavern","Joseph Andrews"
"Snobbish Jackal Inn","Joseph Andrews"
"Jealous Fiddle Pub","Joseph Archuleta"
"Keen Snail Bar","Joseph Archuleta"
"Jaded Pants Pub","Joseph Archuleta"
"Mixing Demon Pub","Joseph Arnold"
"Different Kumquat Pub","Joseph Brinegar"
"Molten Ants Bar","Joseph Brooks"
"Natural Leopard","Joseph Brooks"
"Famous Tiger Pub","Joseph Carnahan"
"Fascinated Demon Pub","Joseph Carnahan"
"Fascinated Chick Pub","Joseph Carnahan"
"Atomic Liquors","Joseph Chandler"
"Assorted Dandelion Bar","Joseph Chandler"
"Armed Pudding Bar","Joseph Chandler"
"Nervous Mountain Inn","Joseph Christian"
"New Spider Bar","Joseph Christian"
"Nervous Jaguar Inn","Joseph Christian"
"Chunky Hawks Tavern","Joseph Didonna"
"Smelly Crane Tavern","Joseph Donaldson"
"Laughing Elephant Tavern","Joseph Eaves"
"Nimble Stream Pub","Joseph Ellis"
"Nifty Branch Inn","Joseph Ellis"
"Magnificent Dark Elf Bar","Joseph Espino"
"Fascinated Demon Pub","Joseph Gonzalez"
"Dandy Cloud Bistro","Joseph Groves"
"Double Swan Tavern","Joseph Hanson"
"Drab Parrots Pub","Joseph Hanson"
"Dramatic Crabs","Joseph Hanson"
"Nimble Squash","Joseph Harrison"
"Nervous Jaguar Inn","Joseph Hosley"
"Fluffy Husband","Joseph Howard"
"Foamy Cave","Joseph Howard"
"Assorted Dandelion Bar","Joseph Hunt"
"Naughty Bean Inn","Joseph James"
"Needy Mind Tavern","Joseph James"
"Organic Buffalo Bar","Joseph Jimenez"
"Unusual Truffle","Joseph Johansen"
"Wicked Stream","Joseph Johansen"
"Absent Snow","Joseph Johnson"
"Admiral Benbow Inn","Joseph Johnson"
"Hungry Turtle Pub","Joseph Jones"
"Hypnotic Gate Tavern","Joseph Jones"
"Loud Elderberry Bar","Joseph Lawrence"
"Mixing Demon Pub","Joseph Loera"
"Natural Leopard","Joseph Loera"
"Incredible Sailboat Pub","Joseph Martin"
"Nimble Squash","Joseph Mckemie"
"Nifty Branch Inn","Joseph Mckemie"
"Original Horse Brewpub","Joseph Miceli"
"Original Acorn Roadhouse","Joseph Miceli"
"Outrageous Sailboat Inn","Joseph Miceli"
"Rich Tauren Bar","Joseph Mier"
"Regular Drum Tavern","Joseph Mier"
"Famous Tiger Pub","Joseph Mode"
"Fascinated Demon Pub","Joseph Mode"
"Fascinated Chick Pub","Joseph Mode"
"Sudden Octopus","Joseph Mullaney"
"Sweet And Sour Castle Bar","Joseph Mullaney"
"Impossible Fire","Joseph Murray"
"Incredible Sailboat Pub","Joseph Murray"
"Laughing Elephant Tavern","Joseph Novack"
"Hot Cup Inn","Joseph Oliver"
"Hungry Skunks Bar","Joseph Oliver"
"Little Elixir Club","Joseph Owens"
"Latino Magpie","Joseph Owens"
"Oceanic Knight Inn","Joseph Pelley"
"Organic Buffalo Bar","Joseph Pelley"
"Little Elixir Club","Joseph Perez"
"Latino Magpie","Joseph Perez"
"Laughing Elephant Tavern","Joseph Perez"
"Deep Glass Bar","Joseph Peterson"
"Diamond Turtle Inn","Joseph Peterson"
"Deep Lantern","Joseph Peterson"
"Nimble Squash","Joseph Raub"
"Nifty Branch Inn","Joseph Raub"
"Proud Spiders","Joseph Ridling"
"Drab Parrots Pub","Joseph Robinette"
"Double Swan Tavern","Joseph Robinette"
"Dramatic Crabs","Joseph Robinette"
"Rainy Lime Tavern","Joseph Rodriguez"
"Real Shark Inn","Joseph Rodriguez"
"Shattered Oak","Joseph Ross"
"Clean Bed Inn","Joseph Schinke"
"Chunky Hawks Tavern","Joseph Schinke"
"Clever Child","Joseph Schinke"
"Wild Hag Bar","Joseph Shah"
"Windy Harp","Joseph Shah"
"Natural Leopard","Joseph Smoot"
"Molten Ants Bar","Joseph Smoot"
"Ye Olde Lord Bar","Joseph Spalding"
"Amused Lemon Parlor","Joseph Spalding"
"Wrong Whip Bar","Joseph Spalding"
"Keen Snail Bar","Joseph Staley"
"Jaded Pants Pub","Joseph Staley"
"Jealous Fiddle Pub","Joseph Staley"
"Hot Cup Inn","Joseph Todd"
"Hoppy Apple Brewhouse","Joseph Todd"
"Rainy Lime Tavern","Joseph Troia"
"Real Shark Inn","Joseph Troia"
"Jaded Pants Pub","Joseph Whatley"
"Regular Drum Tavern","Joseph Williams"
"Outrageous Sailboat Inn","Joseph Willis"
"Original Horse Brewpub","Joseph Willis"
"Blue City","Joseph Yeomans"
"Wrong Whip Bar","Joseph Zollinger"
"Amused Lemon Parlor","Joseph Zollinger"
"Ye Olde Lord Bar","Joseph Zollinger"
"Nimble Stream Pub","Josephina Robinson"
"Nifty Branch Inn","Josephina Robinson"
"Nimble Squash","Josephina Robinson"
"Scared Crossbow Tavern","Josephine Cash"
"Scary Kiwi","Josephine Cash"
"Safe Palm Inn","Josephine Cash"
"Foamy Cave","Josephine Claudio"
"Daily Barracuda Inn","Josephine Cordoba"
"Deep Flute Bar","Josephine Cordoba"
"Assorted Dandelion Bar","Josephine Denny"
"Armed Pudding Bar","Josephine Denny"
"Atomic Liquors","Josephine Denny"
"Wrong Whip Bar","Josephine Everson"
"Amused Lemon Parlor","Josephine Everson"
"Hungry Turtle Pub","Josephine Franklin"
"Nervous Jaguar Inn","Josephine Greathouse"
"Lonely Snowdrop","Josephine Moreau"
"Loud Elderberry Bar","Josephine Moreau"
"Lively Elf","Josephine Moreau"
"Deep Glass Bar","Josephine Trent"
"Sore Head","Josephine Winter"
"Incredible Sailboat Pub","Josephine Zambrano"
"Pleasant Parrot Tavern","Josh Griffith"
"Poor Bats Inn","Josh Griffith"
"Impossible Fire","Joshua Alexander"
"Icky Elephants Tavern","Joshua Alexander"
"Discreet Elderberry Pub","Joshua Arce"
"Scared Crossbow Tavern","Joshua Beattie"
"Safe Palm Inn","Joshua Beattie"
"Amused Lemon Parlor","Joshua Bowie"
"Wrong Whip Bar","Joshua Bowie"
"Empty Snapdragon Pub","Joshua Cortes"
"Pleasant Parrot Tavern","Joshua Dailey"
"Poor Bats Inn","Joshua Dailey"
"Deep Flute Bar","Joshua Diaz"
"Daily Barracuda Inn","Joshua Diaz"
"Dandy Cloud Bistro","Joshua Diaz"
"Middle Cushion Bar","Joshua Felton"
"Magnificent Dark Elf Bar","Joshua Felton"
"Poor Bats Inn","Joshua Hannah"
"Perfect Rabbit Tavern","Joshua Hannah"
"Pleasant Parrot Tavern","Joshua Hannah"
"Iron Tigress Inn","Joshua Hennessey"
"Interesting Trumpet Inn","Joshua Hennessey"
"Hungry Skunks Bar","Joshua Joyner"
"Dramatic Crabs","Joshua Lehrman"
"Bloody Lady","Joshua Madden"
"Best Stick Tavern","Joshua Madden"
"Awful Salmon Bar","Joshua Madden"
"Swift Angels Pub","Joshua Marth"
"Tasty Fairy Tavern","Joshua Marth"
"Interesting Trumpet Inn","Joshua Martin"
"Courageous Melon","Joshua Muller"
"Courageous Lyre Bar","Joshua Muller"
"Dandy Cloud Bistro","Joshua Rothenberg"
"Regular Drum Tavern","Joshua Situ"
"Original Horse Brewpub","Joshua Spearman"
"Outrageous Sailboat Inn","Joshua Spearman"
"Itchy Cheetah Bar","Joshua Torgersen"
"Windy Harp","Joshua Troutt"
"Wild Hag Bar","Joshua Troutt"
"Wicked Stream","Joshua Wilkie"
"Ugliest Pants Tavern","Joshua Zabinski"
"Unusual Truffle","Josue Scott"
"Atomic Liquors","Joy Adler"
"Assorted Dandelion Bar","Joy Adler"
"Armed Pudding Bar","Joy Adler"
"Hungry Skunks Bar","Joy Magyar"
"Hoppy Apple Brewhouse","Joy Magyar"
"Hot Cup Inn","Joy Magyar"
"Blue City","Joy Rowland"
"Brave Olive Pub","Joy Rowland"
"Earthy Bird Pub","Joy White"
"Empty Snapdragon Pub","Joy White"
"Familiar Pony Tavern","Joyce Brazell"
"Earthy Bird Pub","Joyce Brazell"
"Empty Snapdragon Pub","Joyce Brazell"
"Russian Otter Pub","Joyce Burch"
"Oceanic Woodpecker Inn","Joyce Cloutman"
"Tacky Lyre Pub","Joyce Frederick"
"Swift Angels Pub","Joyce Frederick"
"Tasty Fairy Tavern","Joyce Frederick"
"Nimble Squash","Joyce Garcia"
"Nifty Branch Inn","Joyce Garcia"
"Thundering Table Inn","Joyce Gray"
"Triangular Pegasus Inn","Joyce Gray"
"Teeny Gauntlet Bar","Joyce Gray"
"Bloody Lady","Joyce Gross"
"Wrong Whip Bar","Joyce Guzma"
"Ivory Lamb Pub","Joyce Hupper"
"Iron Turkey","Joyce Hupper"
"Itchy Cheetah Bar","Joyce Hupper"
"Cheap Vampire","Joyce Kaster"
"Chinese Oak","Joyce Kaster"
"Chubby Badger Pub","Joyce Kaster"
"Courageous Lyre Bar","Joyce Landgraf"
"Dizzy Lemon Lounge","Joyce Mallard"
"Discreet Elderberry Pub","Joyce Mallard"
"Different Kumquat Pub","Joyce Mallard"
"Courageous Lyre Bar","Joyce Martin"
"Courageous Melon","Joyce Martin"
"Hidden Table Brewpub","Joyce Moyer"
"Hidden Lady Parlor","Joyce Moyer"
"Hissing Ocean Bar","Joyce Moyer"
"Amused Lemon Parlor","Joyce Pettiway"
"Wrong Whip Bar","Joyce Spector"
"Ye Olde Lord Bar","Joyce Spector"
"Sweet And Sour Castle Bar","Joyce Thacker"
"Sudden Octopus","Joyce Thacker"
"Sudden Dragon Bar","Joyce Thacker"
"Deep Glass Bar","Joyce Tiller"
"Diamond Turtle Inn","Joyce Tiller"
"Deep Lantern","Joyce Tiller"
"Keen Snail Bar","Joyce Urmos"
"Outrageous Sailboat Inn","Joyce Yamakawa"
"Original Acorn Roadhouse","Joyce Yamakawa"
"Magnificent Dark Elf Bar","Joycelyn Pita"
"Lying Explorer Tavern","Joycelyn Pita"
"Naughty Bean Inn","Juan Baker"
"Natural Squash Tavern","Juan Brechbiel"
"Needy Mind Tavern","Juan Brechbiel"
"Naughty Bean Inn","Juan Brechbiel"
"Gifted Zebra Tavern","Juan Brennan"
"Full Guitar","Juan Brennan"
"Wild Hag Bar","Juan Brickell"
"Windy Harp","Juan Brickell"
"Natural Leopard","Juan Brown"
"Chunky Hawks Tavern","Juan Chandler"
"Clean Bed Inn","Juan Chandler"
"Courageous Melon","Juan Chang"
"Courageous Lyre Bar","Juan Chang"
"Crooked Sailor Ale House","Juan Chang"
"Quickest Doves","Juan Connell"
"Real Shark Inn","Juan Connell"
"Unusual Truffle","Juan Esquibel"
"Wicked Stream","Juan Esquibel"
"Venomous River Inn","Juan Esquibel"
"Steel Yew","Juan Floyd"
"Teeny Gauntlet Bar","Juan Gates"
"Triangular Pegasus Inn","Juan Gates"
"Drab Parrots Pub","Juan Goodermote"
"Uneven Ants Tavern","Juan Mccarthy"
"Twelve Spider Inn","Juan Mccarthy"
"Ugliest Pants Tavern","Juan Mccarthy"
"Tacky Lyre Pub","Juan Robinson"
"Tasty Fairy Tavern","Juan Robinson"
"Harsh Flame Tavern","Juan Smith"
"Safe Palm Inn","Juan White"
"Scary Kiwi","Juan White"
"Oceanic Knight Inn","Juana Battle"
"Skinny Guitar","Juana Durant"
"Rich Tauren Bar","Juanita Bell"
"Responsible Chair","Juanita Corcoran"
"Regular Drum Tavern","Juanita Corcoran"
"Nimble Stream Pub","Juanita Davis"
"Nimble Squash","Juanita Davis"
"Admiral Benbow Inn","Juanita Fiorita"
Anchor,"Juanita Fiorita"
"Shattered Oak","Juanita Gilliam"
"Hissing Ocean Bar","Juanita Kaminski"
"Sudden Dragon Bar","Juanita King"
"Safe Palm Inn","Juanita Mobley"
"Scary Kiwi","Juanita Mobley"
"Scared Crossbow Tavern","Juanita Mobley"
"Courageous Lyre Bar","Juanita Soto"
"Chinese Oak","Juanita Wood"
"Chubby Badger Pub","Juanita Wood"
"Cheap Vampire","Juanita Wood"
"Absent Snow","Judi Jauregui"
"Wicked Stream","Judi Wolfe"
"Venomous River Inn","Judi Wolfe"
"Unusual Truffle","Judi Wolfe"
"Little Elixir Club","Judith Albert"
"Laughing Elephant Tavern","Judith Albert"
"Deep Flute Bar","Judith Arnaud"
"Dandy Cloud Bistro","Judith Arnaud"
"Daily Barracuda Inn","Judith Arnaud"
"Venomous River Inn","Judith Bobrow"
"Wicked Stream","Judith Bobrow"
"Deep Flute Bar","Judith Chang"
"Dandy Cloud Bistro","Judith Chang"
"Assorted Dandelion Bar","Judith Chin"
"Safe Palm Inn","Judith Cullen"
"Venomous River Inn","Judith Davis"
"Cheap Vampire","Judith Gentner"
"Chubby Badger Pub","Judith Gentner"
"Purple Pint Bar and Grille","Judith Hanrahan"
"Perfect Rabbit Tavern","Judith Liles"
"Pleasant Parrot Tavern","Judith Liles"
"Armed Pudding Bar","Judith Mcadoo"
"Assorted Dandelion Bar","Judith Mcadoo"
"Empty Snapdragon Pub","Judith Monahan"
"Familiar Pony Tavern","Judith Monahan"
"Earthy Bird Pub","Judith Monahan"
"Chunky Hawks Tavern","Judith Monk"
"Clean Bed Inn","Judith Monk"
"Clever Child","Judith Monk"
"Drab Parrots Pub","Judith Nikolai"
"Double Swan Tavern","Judith Nikolai"
"Gray City","Judith Otero"
"Harsh Flame Tavern","Judith Otero"
"Assorted Dandelion Bar","Judith Roche"
"Armed Pudding Bar","Judith Roche"
"Nifty Branch Inn","Judith Sargent"
"Scared Crossbow Tavern","Judith Toki"
"Needy Mind Tavern","Judson Harris"
"Uneven Ants Tavern","Judy Atkins"
